event_id,player_id,player_name,status,point_count,method,raw_path,error
12812989,22209,Ørjan Nyland,downloaded,52,playwright,data/raw/player_heatmaps/match_level/12812989_22209.json,
12812989,309078,Alexander Sørloth,downloaded,52,playwright,data/raw/player_heatmaps/match_level/12812989_309078.json,
12812989,228364,Fredrik Aursnes,downloaded,17,playwright,data/raw/player_heatmaps/match_level/12812989_228364.json,
12812989,355174,Patrick Berg,downloaded,59,playwright,data/raw/player_heatmaps/match_level/12812989_355174.json,
12812989,359226,Franck Kessié,downloaded,69,playwright,data/raw/player_heatmaps/match_level/12812989_359226.json,
12812989,547410,Martin Ødegaard,downloaded,100,playwright,data/raw/player_heatmaps/match_level/12812989_547410.json,
12812989,593526,Nicolas Pépé,downloaded,67,playwright,data/raw/player_heatmaps/match_level/12812989_593526.json,
12812989,793167,Sander Berge,downloaded,98,playwright,data/raw/player_heatmaps/match_level/12812989_793167.json,
12812989,831781,Ghislain Konan,downloaded,87,playwright,data/raw/player_heatmaps/match_level/12812989_831781.json,
12812989,839956,Erling Haaland,downloaded,34,playwright,data/raw/player_heatmaps/match_level/12812989_839956.json,
12812989,843754,Ibrahim Sangaré,downloaded,78,playwright,data/raw/player_heatmaps/match_level/12812989_843754.json,
12812989,877977,Yahia Fofana,downloaded,23,playwright,data/raw/player_heatmaps/match_level/12812989_877977.json,
12812989,930245,Evann Guessand,downloaded,3,playwright,data/raw/player_heatmaps/match_level/12812989_930245.json,
12812989,933264,Torbjørn Heggem,downloaded,70,playwright,data/raw/player_heatmaps/match_level/12812989_933264.json,
12812989,934409,Marcus Pedersen,downloaded,62,playwright,data/raw/player_heatmaps/match_level/12812989_934409.json,
12812989,971037,Amad Diallo,downloaded,28,playwright,data/raw/player_heatmaps/match_level/12812989_971037.json,
12812989,973437,Odilon Kossounou,downloaded,57,playwright,data/raw/player_heatmaps/match_level/12812989_973437.json,
12812989,1002033,Guéla Doué,downloaded,64,playwright,data/raw/player_heatmaps/match_level/12812989_1002033.json,
